,index,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17_a,f17_b,f17_c,f18_a,f18_b,f18_c,churned_within_30_days
10,147881,3.5263605246199994,2.19722457734,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,103,0.962436871074,0,0,1,0,1,0,0
11,143015,6.18001665365,3.6375861597300005,1.7917594692299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,103,1.0694215061399999,0,0,1,1,0,0,0
12,143632,7.003974136719999,5.06890420222,2.19722457734,2.0794415416799996,1.7917594692299998,0.0,0.0,1.60943791243,0.0,0.0,0.0,0.0,2.3025850929900002,2.63905732962,103,1.06165353948,0,0,1,0,1,0,0
13,163499,3.6375861597300005,2.5649493574599997,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.1058858175,1,0,0,0,1,0,0
14,156860,5.04985600725,3.0910424533599996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.1339761845999998,0,0,1,1,0,0,0
15,111479,3.4965075614699996,2.19722457734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.11518982063,0,0,1,1,0,0,0
16,159313,4.24849524205,2.48490664979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.0,0.0,1.09861228867,1.09861228867,106,1.19779228338,0,0,1,1,0,0,0
17,116620,6.115892125479999,4.11087386417,2.63905732962,2.83321334406,0.6931471805600001,0.0,0.0,0.0,0.6931471805600001,0.0,0.6931471805600001,0.0,1.94591014906,2.19722457734,106,1.0329571947799998,0,0,1,1,0,0,0
18,117907,6.931471805599999,5.099866427819999,1.94591014906,1.94591014906,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,0.0,0.0,3.21887582487,3.4657359027999997,106,1.01997328556,0,0,1,1,0,0,0
19,119579,6.74641212857,4.948759890380001,2.19722457734,2.83321334406,1.60943791243,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,0.0,0.0,2.5649493574599997,3.0910424533599996,106,0.9939626599150001,0,0,1,1,0,0,0
20,157966,6.67834211465,4.804021044730001,0.6931471805600001,0.0,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,2.83321334406,2.9957322735500003,106,1.20994669105,0,0,1,0,1,0,0
21,144287,4.70953020131,3.13549421593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,0.9210340371979999,0,0,1,1,0,0,0
22,150298,4.770684624469999,3.61091791264,1.3862943611200003,1.3862943611200003,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60943791243,1.60943791243,103,0.9939626599150001,0,0,1,1,0,0,0
23,102650,3.8286413964899997,2.94443897917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.04834940301,0,0,1,1,0,0,0
24,161306,4.59511985013,2.7725887222400005,0.6931471805600001,0.0,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.19064866686,0,0,1,1,0,0,0
25,131126,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,1.20565570405,1,0,0,1,0,0,1
26,167783,4.53259949315,2.3025850929900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.04407116502,0,0,1,0,1,0,0
27,173926,7.23849684089,5.37989735354,3.17805383035,3.295836866,2.7080502011000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493574599997,2.5649493574599997,106,1.03969940625,0,0,1,1,0,0,0
28,140012,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,1.07689901256,0,0,1,1,0,0,0
29,144292,5.89715386764,4.21950770518,1.60943791243,1.7917594692299998,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60943791243,1.60943791243,103,1.01124916107,1,0,0,1,0,0,0
30,140049,5.41164605186,3.8501476017100003,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,103,1.06654375865,0,0,1,1,0,0,0
31,113732,7.86863689418,4.98360662171,3.17805383035,3.2580965380199998,1.3862943611200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,1.3862943611200003,106,1.03969940625,0,0,1,1,0,0,0
32,154077,6.787844982309999,4.9767337424199996,2.19722457734,2.19722457734,0.6931471805600001,1.3862943611200003,0.0,1.3862943611200003,0.0,0.0,0.0,0.0,2.7080502011000003,2.94443897917,106,1.2200637904,0,0,1,0,1,0,0
33,142992,7.54327334671,5.19849703127,4.3174881135400005,4.24849524205,2.7080502011000003,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,2.7725887222400005,3.13549421593,103,1.0961277846700002,0,0,1,1,0,0,0
34,160615,3.5835189384599997,2.19722457734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.1715866309,0,0,1,1,0,0,0
35,116176,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.0429871515200002,0,0,1,0,1,0,0
36,151275,7.81963630237,5.70378247466,2.19722457734,2.3978952728,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2580965380199998,3.36729582999,103,0.943699774259,0,0,1,1,0,0,0
37,176344,6.86484777797,4.09434456222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917594692299998,1.94591014906,106,0.995346748484,0,0,1,0,1,0,0
38,114734,6.626717749249999,4.7957905456,2.3025850929900002,2.3978952728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7725887222400005,3.13549421593,106,1.0675076159399999,0,0,1,0,1,0,0
39,117598,5.0106352941,3.4657359027999997,1.60943791243,1.60943791243,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,1.09861228867,106,1.00997120145,0,0,1,1,0,0,0
40,172978,6.767343125269999,4.962844630259999,1.7917594692299998,2.19722457734,0.6931471805600001,0.0,0.0,1.94591014906,0.0,0.0,0.0,0.0,2.63905732962,2.7080502011000003,106,0.996721324342,0,0,1,0,0,1,0
41,154207,7.54855597917,5.29330482472,2.19722457734,2.7080502011000003,0.0,0.0,0.0,1.3862943611200003,0.0,0.0,0.0,0.0,2.3978952728,2.48490664979,106,1.06165353948,0,0,1,1,0,0,0
42,110290,5.03043792139,3.21887582487,1.09861228867,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,1.09861228867,106,1.00868502338,0,0,1,1,0,0,0
43,145213,6.16541785423,4.29045944115,1.3862943611200003,1.3862943611200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60943791243,1.60943791243,103,1.05765340614,0,0,1,1,0,0,0
44,146855,8.101980731849999,5.19849703127,1.60943791243,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13549421593,3.33220451018,103,1.0283327113,0,0,1,0,1,0,0
45,139558,2.8903717579,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.0,0.0,0.0,103,1.10187766733,0,0,1,1,0,0,0
46,140210,8.51639287125,5.793013608380001,2.3978952728,2.3025850929900002,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8903717579,3.5553480614899997,103,1.11059191698,0,0,1,1,0,0,0
47,170479,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.07597947071,0,0,1,1,0,0,0
48,176909,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,0.97503946464,0,0,1,1,0,0,0
49,160140,6.9697906699,5.267858159059999,1.60943791243,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4011973816600003,3.5553480614899997,106,1.18644903749,0,0,1,0,1,0,0
50,110723,6.8700534118,3.6375861597300005,0.6931471805600001,1.3862943611200003,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.13739507127,0,0,1,1,0,0,0
51,165330,6.72383244082,4.86753445046,2.63905732962,2.63905732962,0.6931471805600001,0.0,0.0,1.09861228867,0.0,0.0,0.0,1.3862943611200003,1.7917594692299998,1.7917594692299998,106,1.13189644315,0,0,1,0,1,0,0
52,150410,7.922623574219999,5.1298987149199995,3.76120011569,3.8712010109099997,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13549421593,3.7841896339199996,103,1.00345596736,1,0,0,1,0,0,0
53,171560,8.41803561988,5.902633333400001,2.9957322735500003,3.21887582487,2.63905732962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8903717579,3.21887582487,106,1.0606609816099999,0,0,1,1,0,0,0
54,148452,7.2591161281,4.682131227119999,2.19722457734,0.0,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60943791243,1.7917594692299998,103,0.992568926052,0,0,1,1,0,0,0
55,119617,7.150701457589999,4.7449321283599994,3.13549421593,3.2580965380199998,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025850929900002,2.48490664979,106,1.00997120145,0,0,1,1,0,0,0
56,172295,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.0556229318500001,0,0,1,1,0,0,0
57,169115,5.73657229748,4.00733318523,1.94591014906,0.0,1.7917594692299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94591014906,2.19722457734,106,1.0876158617799998,0,0,1,1,0,0,0
58,110762,5.80513496892,3.4657359027999997,2.0794415416799996,2.0794415416799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,1.09861228867,106,1.05149907441,0,0,1,1,0,0,0
59,155810,6.006353159600001,4.2341065046,1.09861228867,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917594692299998,1.7917594692299998,106,1.22537383682,0,0,1,1,0,0,0
60,161277,2.48490664979,1.94591014906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.0,0.0,0.0,0.0,106,1.1766644777,0,1,0,1,0,0,0
61,141644,5.407171771460001,3.7135720667000003,0.6931471805600001,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60943791243,1.60943791243,103,1.06362399877,0,0,1,1,0,0,0
62,159805,4.7621739348,3.21887582487,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611200003,1.3862943611200003,106,1.1827006011299999,0,0,1,0,1,0,0
63,119210,7.8732170548600005,5.6058020663,2.3978952728,2.3025850929900002,2.3025850929900002,1.7917594692299998,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,3.0910424533599996,3.17805383035,106,1.00078926119,0,0,1,0,1,0,0
64,166227,9.25407013484,5.9939614273099995,3.61091791264,3.7841896339199996,2.9957322735500003,0.0,0.0,2.19722457734,0.0,0.0,0.0,0.0,3.0910424533599996,3.4657359027999997,106,1.1394186973,0,0,1,1,0,0,0
65,155544,1.09861228867,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.1947619223700001,0,0,1,1,0,0,0
66,115551,6.18001665365,3.5263605246199994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.0329571947799998,0,1,0,1,0,0,0
67,154767,3.9120230054300005,2.0794415416799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.06264119581,0,0,1,0,1,0,0
68,103686,3.5835189384599997,2.0794415416799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.19879228546,0,0,1,1,0,0,0
69,169007,6.695798917059999,3.5835189384599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.0713172549299999,0,0,1,1,0,0,0
70,147438,3.7841896339199996,2.7080502011000003,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,103,0.912869638294,0,0,1,1,0,0,0
71,110933,3.6375861597300005,2.9957322735500003,1.60943791243,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.08322008044,0,0,1,1,0,0,0
72,171687,5.786897381369999,3.43398720449,0.0,0.0,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.05866096494,0,0,1,1,0,0,0
73,158033,6.561030665900001,4.66343909411,1.94591014906,0.0,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63905732962,2.94443897917,106,1.20947443581,0,0,1,0,1,0,0
74,148347,7.39203156751,4.510859506519999,2.94443897917,2.7725887222400005,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,0.998086517356,0,0,1,1,0,0,0
75,115392,5.0369526024099995,3.4657359027999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.05149907441,0,0,1,0,1,0,0
76,153095,6.150602768450001,4.394449154669999,1.3862943611200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7080502011000003,2.7725887222400005,106,1.01378084044,0,0,1,1,0,0,0
77,133642,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,1.1922010679200001,0,0,1,1,0,0,0
78,165193,6.6240652278,4.54329478227,2.5649493574599997,2.3025850929900002,1.94591014906,0.0,0.0,0.6931471805600001,0.6931471805600001,0.6931471805600001,0.0,0.0,2.19722457734,2.3978952728,106,1.12695792063,0,0,1,1,0,0,0
79,154349,5.71042701737,3.76120011569,0.0,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.2173549453799999,0,0,1,0,1,0,0
80,176447,5.67675380227,4.1743872699,1.94591014906,1.7917594692299998,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611200003,1.3862943611200003,106,0.9868947866259999,0,0,1,1,0,0,0
81,167948,5.9889614168900005,4.00733318523,1.3862943611200003,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917594692299998,2.3978952728,106,1.1002516421100001,0,0,1,1,0,0,0
82,173745,5.60947179518,3.76120011569,1.60943791243,0.6931471805600001,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917594692299998,2.0794415416799996,106,1.06557523376,0,0,1,1,0,0,0
83,146849,4.04305126783,2.3025850929900002,0.0,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,103,0.9210340371979999,0,0,1,1,0,0,0
84,113053,7.95191138185,4.9767337424199996,2.0794415416799996,2.19722457734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7725887222400005,3.04452243772,106,1.08674440071,0,0,1,0,1,0,0
85,168134,6.432940092740001,3.97029191355,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917594692299998,1.7917594692299998,106,1.1226256212799999,0,0,1,0,1,0,0
86,156946,6.72743172485,5.35185813348,3.2580965380199998,3.2580965380199998,1.09861228867,0.0,0.0,2.7725887222400005,0.0,0.0,0.0,1.60943791243,2.5649493574599997,2.5649493574599997,106,1.2339221465,0,0,1,1,0,0,0
87,158600,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.20323143194,1,0,0,1,0,0,0
88,140003,8.41272116982,5.5947113796000005,3.7841896339199996,4.02535169074,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21887582487,4.04305126783,103,1.0977875452299999,0,0,1,1,0,0,0
89,163724,6.4536249988900005,4.70048036579,2.3978952728,2.3025850929900002,1.7917594692299998,0.0,0.0,1.60943791243,0.6931471805600001,0.6931471805600001,0.0,0.0,2.19722457734,2.19722457734,106,1.14142205295,0,0,1,1,0,0,0
90,151046,7.86595541393,5.45532111536,4.18965474203,4.510859506519999,1.7917594692299998,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,0.0,0.0,2.94443897917,3.295836866,103,0.992568926052,0,0,1,1,0,0,0
91,148864,6.990256500489999,3.8286413964899997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.0,1.09861228867,1.09861228867,103,0.976560384517,0,0,1,1,0,0,0
92,156617,6.510258340519999,4.4308167988400005,1.7917594692299998,1.7917594692299998,0.6931471805600001,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,1.7917594692299998,1.94591014906,106,1.20947443581,0,0,1,0,1,0,0
93,114158,6.12249280951,4.1743872699,1.60943791243,1.7917594692299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60943791243,1.60943791243,106,1.08934747433,0,0,1,1,0,0,0
94,151851,6.14418563413,3.8501476017100003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,1.09861228867,103,0.914942195701,0,0,1,1,0,0,0
95,165204,8.49902922079,5.58349630878,2.0794415416799996,2.5649493574599997,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13549421593,4.06044301055,106,1.12695792063,0,0,1,1,0,0,0
96,161723,7.23273313618,4.78749174278,1.7917594692299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7080502011000003,2.9957322735500003,106,1.1710143844399998,0,0,1,1,0,0,0
97,173547,6.129050210060001,3.4965075614699996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.02715968741,0,1,0,1,0,0,0
98,140852,6.36818718635,4.73619844839,1.94591014906,1.94591014906,1.09861228867,1.09861228867,0.0,1.3862943611200003,0.0,0.0,0.0,0.0,1.94591014906,2.0794415416799996,103,1.0884835420999999,0,0,1,1,0,0,0
99,119817,7.26262860097,4.44265125649,1.09861228867,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025850929900002,3.2580965380199998,106,0.9939626599150001,0,0,1,1,0,0,0
100,112802,2.48490664979,1.7917594692299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.0876158617799998,0,0,1,0,1,0,0
101,158912,7.162397497360001,5.29831736655,1.7917594692299998,1.94591014906,1.3862943611200003,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,2.7080502011000003,3.21887582487,106,1.20323143194,0,0,1,0,1,0,0
102,172407,6.71417052991,4.98360662171,2.0794415416799996,2.19722457734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7080502011000003,2.83321334406,106,1.0805354763700001,0,0,1,1,0,0,0
103,150556,6.927557906280001,4.94164242261,2.7725887222400005,0.0,2.7080502011000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04452243772,3.295836866,103,0.9400960731579999,0,0,1,1,0,0,0
104,150228,7.1981835771,5.08759633523,3.04452243772,2.7725887222400005,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83321334406,3.17805383035,103,1.00739052048,0,0,1,1,0,0,0
105,155651,3.295836866,2.3978952728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.2236194396100002,0,0,1,1,0,0,0
106,115259,6.4967749901900005,4.2341065046,1.3862943611200003,1.3862943611200003,1.3862943611200003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.0494048144299999,0,1,0,1,0,0,0
107,172157,5.48893772616,3.97029191355,1.3862943611200003,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415416799996,2.0794415416799996,106,1.05253803778,0,0,1,1,0,0,0
108,146434,7.295735072749999,5.48893772616,2.7725887222400005,2.8903717579,0.0,0.0,0.0,2.3025850929900002,0.0,0.0,0.0,0.0,3.2580965380199998,3.43398720449,103,1.05866096494,0,0,1,0,0,1,1
109,133106,5.56452040732,4.04305126783,0.6931471805600001,1.09861228867,0.6931471805600001,0.0,0.0,1.09861228867,0.0,0.6931471805600001,0.0,0.0,1.60943791243,1.60943791243,103,1.18215932881,0,0,1,1,0,0,0
110,170112,7.296413268769999,4.488636369730001,2.0794415416799996,1.7917594692299998,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,0.0,0.0,0.6931471805600001,1.09861228867,106,1.02715968741,0,0,1,1,0,0,0
111,152973,2.9957322735500003,2.0794415416799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.07412760563,0,0,1,1,0,0,0
112,156045,6.14418563413,3.13549421593,2.48490664979,0.0,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,1.09861228867,106,1.22926585153,0,0,1,0,1,0,0
113,113892,3.73766961828,2.3025850929900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09861228867,1.09861228867,106,1.07781434596,0,0,1,1,0,0,0
114,164038,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.14208540347,1,0,0,0,1,0,1
115,176765,7.07749805357,4.53259949315,1.7917594692299998,1.94591014906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611200003,1.3862943611200003,106,0.9868947866259999,0,0,1,1,0,0,0
116,174951,5.64897423816,4.18965474203,0.6931471805600001,1.09861228867,0.6931471805600001,0.6931471805600001,0.0,1.09861228867,0.0,0.0,0.0,0.0,1.94591014906,2.0794415416799996,106,1.01875004016,0,0,1,0,1,0,0
117,171950,4.02535169074,2.83321334406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.6931471805600001,106,1.08586912579,0,0,1,0,1,0,0
118,167896,1.94591014906,1.7917594692299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.04728839257,0,0,1,0,0,1,0
119,161634,6.169610732490001,4.3040650932,1.7917594692299998,1.7917594692299998,0.0,0.0,0.0,1.09861228867,0.0,0.0,0.0,0.0,1.09861228867,1.09861228867,106,1.1732936113899999,0,0,1,1,0,0,0
120,102726,6.6147256002,4.4188406078,2.19722457734,2.0794415416799996,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.20565570405,0,0,1,1,0,0,0
121,153418,5.48479693349,3.9889840465599997,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.0,0.0,1.3862943611200003,1.3862943611200003,106,0.96725638139,0,0,1,1,0,0,0
122,141638,7.93272102748,5.53733426702,2.19722457734,2.0794415416799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13549421593,3.5263605246199994,103,1.0713172549299999,0,0,1,1,0,0,0
123,112211,5.099866427819999,2.7725887222400005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,1.09861228867,106,1.0429871515200002,0,1,0,1,0,0,0
124,151535,5.6058020663,4.12713438505,1.60943791243,1.7917594692299998,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.6931471805600001,0.0,1.7917594692299998,2.0794415416799996,103,0.9364262454250001,0,0,1,1,0,0,0
125,171469,6.15697898559,4.20469261939,0.6931471805600001,0.6931471805600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917594692299998,1.7917594692299998,106,1.06264119581,0,0,1,1,0,0,0
126,154115,1.7917594692299998,1.60943791243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1.1704404959499999,0,0,1,1,0,0,0
127,153081,6.8522425690499995,5.03043792139,1.09861228867,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8903717579,3.04452243772,106,1.0694215061399999,0,0,1,1,0,0,0
128,164944,5.771441123130001,3.89182029811,1.09861228867,1.09861228867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60943791243,1.60943791243,106,1.04189723057,0,0,1,1,0,0,0
